,username,type,to
2504,@Mick051001,RT,@BleacherReport
2505,@HoniAhm,RT,@espn
2506,@CSanderson85,RT,@espn
2507,@OBNRayWilliams,RT,@nikka202
2508,@JeffJsmoove402,RT,@DillardVicki
2509,@dcgio_,RT,@theScore
2510,@gagggnnooonn,RT,@latimesent
2511,@CryptoKobe3,Tweet,@CryptoKobe3
2512,@lgskeie,RT,@USABaseballCNT
2513,@AccordingToAna,Tweet,@AccordingToAna
2514,@KayFray_15,RT,@espn
2515,@RobertDAgostin9,Tweet,@RobertDAgostin9
2516,@jluisgip1986,RT,@TMZ
2517,@__GREGJ,RT,@espn
2518,@RaverStarJJ,RT,@espn
2519,@MannyMonstruo,RT,@MambaCenter
2520,@Buffalo4Bills,RT,@espn
2521,@SlimG__,RT,@_bbytumz
2522,@playnicetwan,RT,@BleacherReport
2523,@FlatEarthBible,Tweet,@FlatEarthBible
2524,@_2skinny,RT,@espn
2525,@ShooBeDooBeDo,RT,@CristalBarzz
2526,@MadeInCali72,Tweet,@MadeInCali72
2527,@SteeleSmith12,RT,@espn
2528,@harris_D27,RT,@espn
2529,@TerryJRodgersS1,Tweet,@TerryJRodgersS1
2530,@ojewalz,RT,@DeeSportsTalk
2531,@Ashley6__23,RT,@espn
2532,@Pb_nJAM,RT,@joromiahhh
2533,@ian431,RT,@BleacherReport
2534,@KFidds,Tweet,@KFidds
2535,@Amanisaboss1,Tweet,@Amanisaboss1
2536,@davecpeterson,RT,@espn
2537,@mcatalina1688,RT,@BleacherReport
2538,@pepinhooo,RT,@BleacherReport
2539,@BigBabyJonathan,RT,@theScore
2540,@lyonelholmes,Tweet,@lyonelholmes
2541,@Deeee_15,RT,@espn
2542,@Trojangod5,RT,@BleacherReport
2543,@kobe__xp,RT,@espn
2544,@Fabre212,RT,@SportsCenter
2545,@racerxmas,RT,@TiffanyDCross
2546,@reeseynem,RT,@jeandeauxmusic
2547,@brad_thabuilder,RT,@espn
2548,@kjmaull,RT,@espn
2549,@manuelruiz_513,RT,@espn
2550,@Cee2500Duran,RT,@BleacherReport
2551,@Computerp2p,RT,@Babyblack1977
2552,@theRcCola95,RT,@espn
2553,@jacarpb,Tweet,@jacarpb
2554,@SoloDoloBrit,RT,@LakeShowFamily
2555,@MarcoTooRaw5,Tweet,@MarcoTooRaw5
2556,@CharleeLynnara,RT,@enews
2557,@Jackson1up,RT,@CristalBarzz
2558,@joseph_fascio,RT,@espn
2559,@anjelicaflora1,RT,@ComplexSports
2560,@KennyB_23,RT,@SaycheeseDGTL
2561,@ClowneyBackup,Tweet,@ClowneyBackup
2562,@paulyc1117,RT,@theScore
2563,@meeganguffey,RT,@28Brittany
2564,@ZIMBONEXUS,RT,@jcoreyartist
2565,@TiaraKen5,RT,@CBSNews
2566,@juney9800,RT,@IsaacHayes3
2567,@Maria50810694,RT,@golfweek
2568,@lequilleT,RT,@espn
2569,@_cmonken,RT,@averygunn
2570,@NDjelmo25,RT,@timelesssports_
2571,@1aliyahj,Tweet,@1aliyahj
2572,@OforiGee,Tweet,@OforiGee
2573,@trissjb,Tweet,@trissjb
2574,@ihoop07,RT,@SportsCenter
2575,@KingMelo5_,RT,@ItskovichRom
2576,@JulitoGuwop,RT,@OmArchitecture
2577,@laurence_1999,RT,@espn
2578,@JykelMac,RT,@Mamba_Insider
2579,@Bree68,RT,@KGWNews
2580,@saritanoelle,Tweet,@saritanoelle
2581,@Es1Will,RT,@timelesssports_
2582,@fugindodosvet,Tweet,@fugindodosvet
2583,@fenn_patty,RT,@espn
2584,@MenziSpeaks,RT,@AishiaDeal
2585,@JoeTrahan,RT,@espn
2586,@ishmamorian,RT,@SportsCenter
2587,@_SheAintBRI,RT,@_DreYonce
2588,@theScore,Tweet,@theScore
2589,@DinkleburgStan,Tweet,@DinkleburgStan
2590,@LizCho7,RT,@ABC7
2591,@ThatSushiBoy,RT,@SportsCenter
2592,@JanniAreYouOkay,Tweet,@JanniAreYouOkay
2593,@_rqd2,RT,@SportsCenter
2594,@TiaraKen5,RT,@ABC7
2595,@ShooBeDooBeDo,RT,@IsaacHayes3
2596,@OwenOntheGO,RT,@joromiahhh
2597,@emc9715,Tweet,@emc9715
2598,@cz_eliza49,RT,@espn
2599,@Kobe_Elvis,RT,@damola089
2600,@305TINO,RT,@SaycheeseDGTL
2601,@aber22martinez,RT,@cavs
2602,@LC_XI,RT,@espn
2603,@Aletheamatthew7,Tweet,@Aletheamatthew7
2604,@Sp1ke_Diego24,RT,@espn
2605,@ArthurPaulo17,RT,@BleacherReport
2606,@redhops23,Tweet,@redhops23
2607,@Marginal_Notes,RT,@espn
2608,@lsutigerssatx,RT,@espn
2609,@Chairez_10,RT,@espn
2610,@luxwen_,RT,@espn
2611,@MarkMyBody_Fit,RT,@espn
2612,@akanji12,Tweet,@akanji12
2613,@billybands,RT,@espn
2614,@Wulfgar_33,RT,@espn
2615,@sdy187,RT,@espn
2616,@TorontoFella,RT,@espn
2617,@Kunals0424,RT,@tysonbeckdesign
2618,@meaganometry,RT,@DKuzNY
2619,@jumpmancisco,RT,@espn
2620,@Maria50810694,RT,@GolfDigest
2621,@Drewdwnorlaydwn,RT,@espn
2622,@RRUSCANNER,RT,@CAFIRE_Updates
2623,@Kobe_ofori16,Tweet,@Kobe_ofori16
2624,@coisasdokaue,RT,@espn
2625,@FoeReem,RT,@Lakers
2626,@Chief_balogun,RT,@PMSportsNews
2627,@Bell_Ayre,Tweet,@Bell_Ayre
2628,@843MaseratiMarc,RT,@timelesssports_
2629,@D__2408,RT,@espn
2630,@El_Capitan_Dame,RT,@MrChuckD
2631,@leesmileyman,RT,@enews
2632,@JakeMarc23,Tweet,@JakeMarc23
2633,@SznLiverpool,RT,@latimesent
2634,@djlordron,RT,@StudntAthleteNY
2635,@withloveleilah,RT,@DPMCanty
2636,@quintinmccloud,Tweet,@quintinmccloud
2637,@kyleacab,RT,@espn
2638,@ados_strong,Tweet,@ados_strong
2639,@NECE0,RT,@Mamba_Insider
2640,@theDavidCeja,RT,@espn
2641,@8uckshot,RT,@espn
2642,@ByronJustice3,RT,@CAFIRE_Updates
2643,@MichaelFrank29,Tweet,@MichaelFrank29
2644,@MuvaPrincess,Tweet,@MuvaPrincess
2645,@CarolHumphrey20,Tweet,@CarolHumphrey20
2646,@lovetinc,RT,@Mamba_Insider
2647,@tahaumutakn,RT,@espn
2648,@wolfgan41577378,RT,@CBSThisMorning
2649,@BryantMV96,RT,@ChargersLegion
2650,@mar_nissan,RT,@espn
2651,@NicMag4,RT,@CristalBarzz
2652,@triblacka,RT,@Mamba_Insider
2653,@mittans01,RT,@LakersNation
2654,@Duhduhduh15,Tweet,@Duhduhduh15
2655,@DaGreyArea,RT,@espn
2656,@WilliaBriggsDDS,RT,@nbcsandiego
2657,@killzigz,Tweet,@killzigz
2658,@AngelaC15244850,RT,@espn
2659,@emelyZEE,RT,@ABC7
2660,@Barcaa247,RT,@BleacherReport
2661,@ChicoMcGee,RT,@BleacherReport
2662,@xsrae,RT,@heildrecoo
2663,@lucasmich4el,RT,@NBABrasil
2664,@Official_FonZ,RT,@puemalol
2665,@LandonSalgado,RT,@espn
2666,@prettyplusmore,Tweet,@prettyplusmore
2667,@tjlofton23,RT,@espn
2668,@SpiffyYuNgMiKe,RT,@SportsCenter
2669,@b_rios24,RT,@espn
2670,@lakeetria,RT,@espn
2671,@Unitgamer_03YT,RT,@CAFIRE_Updates
2672,@ay_skipper,Tweet,@ay_skipper
2673,@OmArchitecture,Tweet,@OmArchitecture
2674,@wattklilbro,RT,@tysonbeckdesign
2675,@yasminkhalidaG,RT,@etnow
2676,@Marquis_Tychic,Tweet,@Marquis_Tychic
2677,@BHCBQ,RT,@espn
2678,@AgeofIrony,RT,@espn
2679,@erichabes,Tweet,@erichabes
2680,@mirandalright,Tweet,@mirandalright
2681,@King_Bling79,Tweet,@King_Bling79
2682,@eric_j23,RT,@espn
2683,@JonClem310,RT,@FOXLA
2684,@jaimethyst,RT,@tariqnasheed
2685,@bigpileofcrap,RT,@RE_UMP40
2686,@chang2233001,RT,@ESPNNBA
2687,@deadhardware,RT,@RE_UMP40
2688,@Jo4126,Tweet,@Jo4126
2689,@105Renzo,RT,@timelesssports_
2690,@ACoarde,RT,@timelesssports_
2691,@thelouieee,RT,@Mamba_Insider
2692,@Pedophile6t,Tweet,@Pedophile6t
2693,@BWhite14_,RT,@espn
2694,@1Lockette,RT,@Bih_Itz_NuNu
2695,@GoodVibesVante,RT,@espn
2696,@WhoDatVBricey,RT,@espn
2697,@VerdugoAaron,RT,@espn
2698,@Morgarruya,Tweet,@Morgarruya
2699,@KeyonTheGreat_,RT,@TomBrady
2700,@CAFIRE_Updates,Tweet,@CAFIRE_Updates
2701,@SenseiSpidey,Tweet,@SenseiSpidey
2702,@MaxtarAdwe,RT,@espn
2703,@Irv_Do,Tweet,@Irv_Do
2704,@Dannatello_2,RT,@espn
2705,@SergiooML,RT,@cavs
2706,@iamrmac,RT,@TiffanyDCross
2707,@RobnsonT,Tweet,@RobnsonT
2708,@_ZayBron,RT,@espn
2709,@machosav13,RT,@HoopsVids
2710,@Thingsbyy,Tweet,@Thingsbyy
2711,@Oluwa_kobe,Tweet,@Oluwa_kobe
2712,@SD_Roots_1960,RT,@espn
2713,@_JNeel,RT,@espn
2714,@FlavioMerli,Tweet,@FlavioMerli
2715,@OforiGee,Tweet,@OforiGee
2716,@BryanLevava,RT,@espn
2717,@Lil_Nicki_Gh,RT,@espn
2718,@alwayznpolo,RT,@LegionHoops
2719,@jordynsmith51,RT,@espn
2720,@Sean_Tegeder,RT,@cavs
2721,@tsully76,RT,@espn
2722,@OmArchitecture,RT,@espn
2723,@Gweech_,RT,@espn
2724,@Bra_Kobe,Tweet,@Bra_Kobe
2725,@kobe__xp,RT,@matz_fan
2726,@x_AI11,RT,@espn
2727,@Alberti2Chris,RT,@espn
2728,@InkPillz,RT,@IamKrisLondon
2729,@racruuuz,RT,@kobemurals
2730,@Lesportif23,Tweet,@Lesportif23
2731,@BornaBaradar,RT,@espn
2732,@JoelRod23_,RT,@espn
2733,@arquisze,Tweet,@arquisze
2734,@dHb_Blackaveli,RT,@espn
2735,@sheabutterluv,RT,@MykeyIso
2736,@_BlackMuses,RT,@VerySmartBros
2737,@Shamer24,RT,@espn
2738,@GavazziSPFC,RT,@espn
2739,@DGreeny52,RT,@espn
2740,@Pedophile6t,RT,@RE_UMP40
2741,@JesseH_Official,RT,@espn
2742,@Woah_Randy,RT,@timelesssports_
2743,@JeffJsmoove402,RT,@CristalBarzz
2744,@perezrcayey,RT,@espn
2745,@JPII02,RT,@DeeSportsTalk
2746,@Grantpa23,RT,@SportsCenter
2747,@therealmahD,Tweet,@therealmahD
2748,@Kckboyz_supaman,RT,@espn
2749,@MK_PS2,Tweet,@MK_PS2
2750,@Baby_TayTay730,RT,@ABC7
2751,@Manuel___90,RT,@espn
2752,@Craig_K_Miller,RT,@SportsCenter
2753,@Scarfboii,Tweet,@Scarfboii
2754,@EastsideShawnn,RT,@timelesssports_
2755,@marvelousnerd18,RT,@espn
2756,@TKOSimpson,RT,@Mamba_Insider
2757,@zsJv6FejKgxoqPh,RT,@maikojordan
2758,@Patrick7532,Tweet,@Patrick7532
2759,@KingKoran215,RT,@espn
2760,@drocktrot,RT,@TheRevAl
2761,@Nexielo,RT,@BLKLiberation84
2762,@zolly_b,RT,@IsaacHayes3
2763,@PuTTer19,RT,@AishiaDeal
2764,@StarlitoCruz,RT,@alextalktoem
2765,@cxlemxn,RT,@BleacherReport
2766,@Prime_BRuss,Tweet,@Prime_BRuss
2767,@EXYZ14,Tweet,@EXYZ14
2768,@TheeBBush,RT,@Mamba_Insider
2769,@UNCLE_willieSON,RT,@MattNorlander
2770,@wgderua,Tweet,@wgderua
2771,@BaltazarEnos,RT,@espn
2772,@ItaloGaribaldi,RT,@espn
2773,@ZIMBONEXUS,RT,@timelesssports_
2774,@_evetteee,RT,@espn
2775,@ShooBeDooBeDo,RT,@greedmonster1
2776,@Velocyraptus1,RT,@fretpal
2777,@nwekepikin,RT,@ESPNNBA
2778,@spooky__jay,RT,@warriors
2779,@GazaHector,RT,@tysonbeckdesign
2780,@RE_UMP40,Tweet,@RE_UMP40
2781,@drewcisse23,RT,@lolTrev
2782,@Worldnews_Media,Tweet,@Worldnews_Media
2783,@Cru3Grand,RT,@CristalBarzz
2784,@jkhouser7,Tweet,@jkhouser7
2785,@ericouellett,RT,@espn
2786,@Ckane0102,RT,@ESPNNBA
2787,@baebae32,RT,@espn
2788,@NDjelmo25,RT,@espn
2789,@Nico_Ogeda,RT,@espn
2790,@mancunian2003,RT,@SASBurnerAcct
2791,@NasheedOmari,Tweet,@NasheedOmari
2792,@ChristopherOrp1,RT,@espn
2793,@OnaCool22,RT,@SportsCenter
2794,@fatimahogun,RT,@espn
2795,@El_Alto_1,RT,@BleacherReport
2796,@OhTerrilynn,RT,@moniemeetsworld
2797,@TySmith92719318,RT,@espn
2798,@J__Dotson__10,RT,@SportsCenter
2799,@Mandavojeod,RT,@SouthBayLakers
2800,@anthonyvito8,RT,@espn
2801,@YvngOG__,Tweet,@YvngOG__
2802,@marccomapuig,RT,@TheHoopCentral
2803,@ThisIsJMichael,RT,@ComplexSports
2804,@InmybagB,RT,@espn
2805,@Tucidides_,RT,@cavs
2806,@YvngOG__,Tweet,@YvngOG__
2807,@JHEisnoHipster,RT,@BleacherReport
2808,@SheilaNY9,RT,@TheRevAl
2809,@The6thGlass,RT,@espn
2810,@esparza_leoo,RT,@HoopsVids
2811,@B__Axelrod,RT,@cavs
2812,@karakursun,RT,@nazmeliszengin
2813,@AnnaDiRas,RT,@JBLACKPREZENT
2814,@ToddStelzel,Tweet,@ToddStelzel
2815,@Burga_TV,RT,@espn
2816,@stu_lyle93,RT,@OfficialOctt
2817,@andrewcyyz,RT,@espn
2818,@sandra73718293,Tweet,@sandra73718293
2819,@QueenxKush,Tweet,@QueenxKush
2820,@Blackstarpower,RT,@cavs
2821,@Matt66286530,RT,@timelesssports_
2822,@CourtQBDavis,RT,@espn
2823,@CLF_423,RT,@JayGrayer
2824,@ParadyneT101,RT,@AfrDiasporaNews
2825,@WRIGHT_AFFAIR,RT,@VerySmartBros
2826,@YoungPrince_01,RT,@espn
2827,@Tucidides_,RT,@espn
2828,@keelenjohnson23,RT,@espn
2829,@chizo_alaribe,RT,@espn
2830,@tiff0saurusrexx,RT,@Butterfly_424
2831,@BigLumusic,RT,@SaycheeseDGTL
2832,@theonlyjay_s,RT,@BLKLiberation84
2833,@RD__7,RT,@AudelDelToro
2834,@kobe__xp,Tweet,@kobe__xp
2835,@alondrargu,RT,@LakersNation
2836,@be_yurselfix,RT,@BleacherReport
2837,@WeeZix_00,RT,@tysonbeckdesign
2838,@Hemi_juice,RT,@espn
2839,@CONSTELLATIONBK,RT,@VerySmartBros
2840,@JHEisnoHipster,RT,@LakeShowFamily
2841,@lxrd_Ayngel,RT,@warriors
2842,@kinta_blog,Tweet,@kinta_blog
2843,@lgskeie,RT,@espn
2844,@NickBagExel,RT,@espn
2845,@rickyboii21,RT,@espn
2846,@Lxgicz,RT,@espn
2847,@htxreg,RT,@espn
2848,@locovision,Tweet,@locovision
2849,@LilSteveUrkel,RT,@espn
2850,@pablosaucecobar,RT,@SaycheeseDGTL
2851,@c_mvancee,RT,@BleacherReport
2852,@Lookinup2Luv,RT,@Mamba_Insider
2853,@B__Axelrod,RT,@espn
2854,@PEberingmx,RT,@MayfieldPhysED
2855,@J__Dotson__10,RT,@espn
2856,@rajtortye3,RT,@espn
2857,@Rick02420876,RT,@espn
2858,@MamaPlayz,RT,@SabrinaChangWo1
2859,@Ohk_ImReloaded,RT,@espn
2860,@9mmsmoothJ,RT,@espn
2861,@urkle9,RT,@JesseGladsaget
2862,@Marnsantana,Tweet,@Marnsantana
2863,@zimmer_jared,RT,@timelesssports_
2864,@dijoni,Tweet,@dijoni
2865,@Young_wallo,RT,@espn
2866,@yssd,Tweet,@yssd
2867,@bettyfmora,RT,@ChargersLegion
2868,@CoolGuyCarter,RT,@SaycheeseDGTL
2869,@Only1Arsene,RT,@LakersReporter
2870,@__RAISEUP,RT,@espn
2871,@LaDaishaBriAnte,RT,@A__LeeFamous
2872,@BG24TV,Tweet,@BG24TV
2873,@johhnyboy0824,RT,@SportsCenter
2874,@MrM16430337,Tweet,@MrM16430337
2875,@Melter45Isaac,RT,@imacswift
2876,@joseph_034,RT,@espn
2877,@hgomez215,RT,@tysonbeckdesign
2878,@Nautiquecareers,RT,@espn
2879,@JaiPhiladelphia,RT,@Mamba_Insider
2880,@spooky__jay,RT,@espn
2881,@fuphairman,Tweet,@fuphairman
2882,@X_TaNiaNicole_X,RT,@espn
2883,@MikeyJr___,RT,@espn
2884,@LBJ23xVK18,Tweet,@LBJ23xVK18
2885,@_MrPerfect1017,RT,@espn
2886,@DTreeKT08,RT,@Mamba_Insider
2887,@don_cheta,RT,@espn
2888,@dankyydinaa,Tweet,@dankyydinaa
2889,@ayeeitsantz,Tweet,@ayeeitsantz
2890,@DusaanAllen1,RT,@TroyRenck
2891,@ShowtimeKingdom,RT,@tysonbeckdesign
2892,@JPMarinho8,Tweet,@JPMarinho8
2893,@iitsoya,RT,@espn
2894,@jayladaeon,RT,@KyMurda
2895,@ahernandez93_,RT,@espn
2896,@DamnNearWhite,RT,@WhorerStoriesTv
2897,@99michita,Tweet,@99michita
2898,@NSRcaScout,Tweet,@NSRcaScout
2899,@WeibelNick,RT,@ESPNNBA
2900,@hausty2,RT,@espn
2901,@Jayee24,RT,@ChargersLegion
2902,@hessasbrucas,RT,@welch_jodie
2903,@maxwell_mok,RT,@SportsCenter
2904,@diiiegovr,RT,@Pasion_Basket1
2905,@brantley53,RT,@espn
2906,@APbased95,RT,@espn
2907,@caliboy810,RT,@espn
2908,@normarilennox,RT,@realJoWenke
2909,@LarenzJefferson,RT,@espn
2910,@Chris31719,RT,@espn
2911,@CeeDub2488,RT,@espn
2912,@FUCKINDREW,RT,@chanodesigns
2913,@RoThaRuler,RT,@espn
2914,@_shadeezy,RT,@JQpeople
2915,@Baishin5,RT,@espn
2916,@hail2skins98,RT,@espn
2917,@cillacylla,RT,@ABC7
2918,@TTaesarang,Tweet,@TTaesarang
2919,@lildjj0,RT,@ESPNNBA
2920,@DannyT28_,RT,@usimsu_j
2921,@_wollfdrey,RT,@espn
2922,@DarkSeidLordAp1,RT,@AfrDiasporaNews
2923,@iinees10,RT,@TooFab
2924,@g_real30,RT,@espn
2925,@RoxzySoFoxy,RT,@timelesssports_
2926,@mrgreenejr,RT,@TheHoopCentral
2927,@kitar21,RT,@espn
2928,@james_schmidt25,RT,@espn
2929,@wisejayfr,RT,@timelesssports_
2930,@TraylorMarquis,RT,@SaycheeseDGTL
2931,@Nitram478,RT,@TroyRenck
2932,@ericsan_10,RT,@espn
2933,@m3rcful,RT,@Oldskoolbball1
2934,@NotDarrelle,RT,@SportsCenter
2935,@DrBonder_,RT,@FOXLA
2936,@FrancoisObg,RT,@espn
2937,@Trentniak,RT,@espn
2938,@Daridiculous1,RT,@espn
2939,@davesmalz,RT,@espn
2940,@kissmypink_x,RT,@A__LeeFamous
2941,@Flawlessphotos,RT,@espn
2942,@alfredo1586,RT,@espn
2943,@larry_lobsterz,RT,@enews
2944,@J_Banda,RT,@espn
2945,@lildjj0,RT,@BleacherReport
2946,@andy52424866,RT,@espn
2947,@dbxmustard,RT,@espn
2948,@NNegr6,RT,@espn
2949,@IAMFridayJones,RT,@Pandora_1177
2950,@cocoa_key,RT,@gucci
2951,@DomoDineros,RT,@espn
2952,@WaltersDeonta,RT,@espn
2953,@kaylalanece,RT,@espn
2954,@javierpesparzaa,RT,@ChargersLegion
2955,@Kingsford9_,RT,@espn
2956,@xoxo_meena,Tweet,@xoxo_meena
2957,@maimai_cella,RT,@espn
2958,@VillDanny,RT,@ABC7
2959,@Reggie_OnDeck,RT,@MattNorlander
2960,@insight0f_M,RT,@JesseGladsaget
2961,@TG_trends,Tweet,@TG_trends
2962,@puma_kamarullah,RT,@MambaCenter
2963,@Smittyy5__,RT,@espn
2964,@tcoltond,RT,@GolfDigest
2965,@jmoney_865,RT,@espn
2966,@insight0f_M,RT,@DeeSportsTalk
2967,@GSeakor,RT,@ESPNNBA
2968,@phebedr1410,Tweet,@phebedr1410
2969,@cobianderson9,RT,@espn
2970,@ortegalicous0,RT,@cavs
2971,@janelladaphne,RT,@jaeminpic
2972,@Snowttt2521,Tweet,@Snowttt2521
2973,@dianace2004,RT,@espn
2974,@LBJ23xVK18,Tweet,@LBJ23xVK18
2975,@amanbrar1992,RT,@espn
2976,@LavishBars,RT,@CristalBarzz
2977,@Pink_Chinasa,RT,@AjcsrB
2978,@Adam9123,RT,@tysonbeckdesign
2979,@SophieRoyer04,RT,@espn
2980,@amanbrar1992,RT,@cavs
2981,@O_Heard10,RT,@timelesssports_
2982,@tlbreezy20,RT,@puemalol
2983,@SuzonJustin,RT,@ESPNNBA
2984,@itsDJSMS,RT,@espn
2985,@biglos661,RT,@ABC7
2986,@d1hari,RT,@Mamba_Insider
2987,@JHarding_Hockey,RT,@thegenesisinv
2988,@katheryne___,RT,@SportsCenter
2989,@Maleechi__,RT,@nikka202
2990,@Keenny__,RT,@angeljose155
2991,@Nlazar1230,RT,@espn
2992,@Bih_Itz_NuNu,Tweet,@Bih_Itz_NuNu
2993,@karryjay,RT,@espn
2994,@SouthernJessWWE,RT,@LakersNation
2995,@Boobie_CDeezN,RT,@SaycheeseDGTL
2996,@filmsinemamovie,RT,@espn
2997,@ZIMBONEXUS,RT,@espn
2998,@AceWade1,RT,@espn
2999,@MikeKubik6,RT,@espn
3000,@LoyisoNxumalo,RT,@thegenesisinv
3001,@LettyRockaRolla,RT,@espn
3002,@Baller_1324,RT,@espn
3003,@HaydenHme1,RT,@Mamba_Insider
3004,@YoungHectorJr,RT,@espn
3005,@m_molina12,RT,@LegionHoops
3006,@mikimecca,RT,@curvellas
3007,@AisforPooty_,RT,@daniecal
3008,@JHarding_Hockey,RT,@ForePlayPod
3009,@RRomess,RT,@SportsCenter
3010,@Welcome2HipHop,Tweet,@Welcome2HipHop
3011,@La_SER,Tweet,@La_SER
3012,@bigpoppadoc,Tweet,@bigpoppadoc
3013,@KTVU,Tweet,@KTVU
3014,@sohypeduke27,RT,@espn
3015,@dreamteamjae,RT,@SportsCenter
3016,@urkle9,RT,@RashadJuniorr
3017,@amatuerknight,RT,@espn
3018,@chrisgb002000,RT,@ESPNNBA
3019,@MystahPerry,RT,@cavs
3020,@Boun3Byke9800,RT,@DeeSportsTalk
3021,@Patsy42868500,RT,@HeatherScapego2
3022,@MarleyMark4,RT,@espn
3023,@TheRealDNastyy,RT,@espn
3024,@dogac4life,Tweet,@dogac4life
3025,@karenhunter,RT,@SXMUrbanView
3026,@LosoBallHard23,RT,@Mamba_Insider
3027,@TheRevAl,Tweet,@TheRevAl
3028,@craigcortemegli,RT,@timelesssports_
3029,@usimsu_j,Tweet,@usimsu_j
3030,@alberto_iduarte,RT,@laaficion
3031,@rcaulk1111,RT,@cavs
3032,@OhThatsErica__,RT,@SaycheeseDGTL
3033,@Paateepain,RT,@espn
3034,@360NG2,Tweet,@360NG2
3035,@DavidCh90353665,RT,@SportsCenter
3036,@DABXBALLA,RT,@espn
3037,@Niggaato,RT,@espn
3038,@DariusM1990,RT,@espn
3039,@Kiid_Santi,RT,@espn
3040,@kanuti1977,RT,@vamos
3041,@I_am_damson,Tweet,@I_am_damson
3042,@bexar214,Tweet,@bexar214
3043,@TMCAllmoney,RT,@tysonbeckdesign
3044,@JB_SquarePants,RT,@LakeShowFamily
3045,@paola_m41,RT,@HoopsVids
3046,@ginorio_10,Tweet,@ginorio_10
3047,@malvin1208,RT,@LakersReporter
3048,@KIYAJORDANN,RT,@espn
3049,@Nick26293965,RT,@espn
3050,@_mdgomes,RT,@timelesssports_
3051,@MeatOdolla,RT,@timelesssports_
3052,@KarenBoles,RT,@B52Malmet
3053,@CalebsVengeance,Tweet,@CalebsVengeance
3054,@yosoylilvic,RT,@OprahSide
3055,@tyeshawn21,RT,@TheHoopCentral
3056,@Jo4126,Tweet,@Jo4126
3057,@rebmy75,RT,@KevOnStage
3058,@THP2411,Tweet,@THP2411
3059,@damyon_maw,RT,@BleacherReport
3060,@Blacgoss,Tweet,@Blacgoss
3061,@Elex_Michaelson,RT,@FOXLA
3062,@king23solomon,RT,@espn
3063,@PatoCornejo,RT,@infobaeamerica
3064,@kayleeaerica,RT,@espn
3065,@Nick26293965,RT,@BleacherReport
3066,@LosoBallHard23,RT,@Zoohood23
3067,@Yehiaa1998,RT,@QCook323
3068,@NewFrenz,RT,@TiffanyDCross
3069,@ayocoreyy,RT,@BleacherReport
3070,@insight0f_M,RT,@Mamba_Insider
3071,@Ohrxb,RT,@SportsCenter
3072,@KevBoy_,RT,@espn
3073,@ajayjani69,RT,@espn
3074,@king1_ryan,RT,@BleacherReport
3075,@g_real30,RT,@ESPNNBA
3076,@KenTheKing28,RT,@BleacherReport
3077,@s_vrettos3,RT,@espn
3078,@justinmv15,RT,@espn
3079,@Just_peachy485,Tweet,@Just_peachy485
3080,@BigPapiKevin,RT,@HipHopxHotspot
3081,@ismaelvegax3,RT,@tysonbeckdesign
3082,@MasonBe84206447,RT,@espn
3083,@186cmg,RT,@NBAJPN
3084,@Respectthe8__,RT,@BleacherReport
3085,@ClaudeGuyon,RT,@ABC
3086,@sorosoroneyouka,RT,@wish_happa
3087,@Darius_MG,RT,@Jayy3B
3088,@HowardBeck,RT,@FTFonFS1
3089,@M_Haynes01,RT,@espn
3090,@shadow_walkerOZ,Tweet,@shadow_walkerOZ
3091,@cscottwilliams,RT,@Newsweek
3092,@blackonthegram,RT,@ESPNNBA
3093,@ShooBeDooBeDo,RT,@IsaacHayes3
3094,@jooniesthotti,Tweet,@jooniesthotti
3095,@Breezegrl,RT,@MzDivah67
3096,@benny_flanagan,RT,@Mamba_Insider
3097,@yr_arkk_517,RT,@chakedew
3098,@_jordanimani_,RT,@TylerIAm
3099,@MarcManosa17,RT,@SportsCenter
3100,@RodrequisFord,RT,@timelesssports_
3101,@Wildatmoss18,RT,@SaycheeseDGTL
3102,@haiku_tatsu,RT,@infobaeamerica
3103,@MoutTheGoat,RT,@timelesssports_
3104,@espn,Tweet,@espn
3105,@Nick26293965,RT,@espn
3106,@ExtraLlano,Tweet,@ExtraLlano
3107,@SickassFooKris,RT,@SportsCenter
3108,@egav11,RT,@BleacherReport
3109,@GabrielSC9,RT,@samueltacoz
3110,@SterlingWBond,RT,@ESPNNBA
3111,@kevincalienes,RT,@IamKrisLondon
3112,@CliffKanu,Tweet,@CliffKanu
3113,@anissaa____,RT,@Mamba_Insider
3114,@CamAlexanderG,RT,@Mamba_Insider
3115,@ondu1,Tweet,@ondu1
3116,@Snailgoop,Tweet,@Snailgoop
3117,@Shanahall1233,RT,@enews
3118,@marinaxguerra,RT,@ABC7
3119,@ishpearledit,RT,@TheHoopCentral
3120,@bodegababy94,RT,@tysonbeckdesign
3121,@BasedGod_Max_,RT,@SportsCenter
3122,@Bra_Kobe,Tweet,@Bra_Kobe
3123,@Slasher3,RT,@ChargersLegion
3124,@Jordan_Hom1,RT,@SportsCenter
3125,@DuragEnvy,Tweet,@DuragEnvy
3126,@JimPisani4,RT,@HoopsVids
3127,@TSavageFTW,RT,@Mamba_Insider
3128,@IkyhannaHarris,RT,@Mamba_Insider
3129,@WhiTWhiT_317,RT,@ABCNetwork
3130,@manidia77,RT,@espn
3131,@DolphinLvr2k9,RT,@MJJJusticePrjct
3132,@MikeRaphaelAde3,Tweet,@MikeRaphaelAde3
3133,@tacoman4567,RT,@SportsCenter
3134,@ToneXComedy,RT,@AP
