,username,type,to
638,@jbeez16,RT,@Mamba_Insider
639,@AccThirteen_,RT,@enews
640,@Wandafay,RT,@espn
641,@ERichieAlvarezM,RT,@tysonbeckdesign
642,@TraceyK77738153,RT,@ABC7
643,@Dunnigan_60,RT,@espn
644,@MatiasArrSt99,RT,@TheCrossover
645,@PingTheAwesome,Tweet,@PingTheAwesome
646,@finally_pau,RT,@LeBronEnEspanol
647,@grohmann_bryce,RT,@AnthonyIrwinLA
648,@HolbrookBrayden,RT,@BleacherReport
649,@_TP23,RT,@DeeSportsTalk
650,@CheffPasta,Tweet,@CheffPasta
651,@ProgressiveLo,Tweet,@ProgressiveLo
652,@dremndez44,RT,@Mamba_Insider
653,@damepowell23,RT,@cavs
654,@thatguysky13,RT,@thegenesisinv
655,@Mariaberrios_xo,Tweet,@Mariaberrios_xo
656,@JayTellez22,RT,@espn
657,@pantelisk,RT,@TheCrossover
658,@iii_skywalker,RT,@joromiahhh
659,@alexx_rango,RT,@djdagoatx
660,@Leekiiiee,RT,@espn
661,@_caitlinnc,RT,@joromiahhh
662,@mr1906sneed75,Tweet,@mr1906sneed75
663,@Blufenix75,RT,@AishiaDeal
664,@josephcarteriv,RT,@ESPNNBA
665,@shaqpeaz,RT,@CanadaMoments
666,@MS145,Tweet,@MS145
667,@no9icasso,RT,@JimmysBurner2
668,@DESERTF26408683,RT,@P0A_Triot23
669,@dawhittaker,Tweet,@dawhittaker
670,@HenHid13,RT,@Mamba_Insider
671,@bigkuntry57,RT,@TheRevAl
672,@CloudGodMike,Tweet,@CloudGodMike
673,@m_chanel_98,RT,@LegionHoops
674,@BorgheseTomas,RT,@LegaBasketA
675,@annerali23,RT,@PasionBasketNBA
676,@ThankYouKobe824,RT,@Pacers
677,@ver_nanaaa,RT,@tinnkky
678,@KHAIFEES,RT,@espn
679,@JacoboFinn,RT,@espn
680,@mntsns,Tweet,@mntsns
681,@Jasz_2x,RT,@espn
682,@electrichope_,RT,@BlackMambaForev
683,@faz7abbas,RT,@Mamba_Insider
684,@thegreatbruce,RT,@SportsCenter
685,@DaRealBeezyJay,RT,@espn
686,@DaveBohorquez,RT,@espn
687,@RashardHall1,RT,@Complex
688,@bomarbradley124,RT,@SportsCenter
689,@LakersSBN,RT,@AnthonyIrwinLA
690,@walkerdl,RT,@SorayaMcDonald
691,@Mikeeeg10,RT,@timelesssports_
692,@kei_char_fan,RT,@hokushinkyuko
693,@i_Abdhool,RT,@BleacherReport
694,@kozzmoknight,Tweet,@kozzmoknight
695,@ThankYouKobe824,RT,@Pacers
696,@kei_char_fan,RT,@hokushinkyuko
697,@realhotdogstand,RT,@ESPNNBA
698,@AaronRidley11,RT,@espn
699,@lxurenpxige_,RT,@Complex
700,@thankucameron,Tweet,@thankucameron
701,@kbreitman27,RT,@espn
702,@nlovestorun,RT,@neymarjr
703,@kingboomin,RT,@timelesssports_
704,@kikmail,RT,@espn
705,@tatsography,RT,@ESPNNBA
706,@Hennepapi,RT,@timelesssports_
707,@GeraldLMcgee,Tweet,@GeraldLMcgee
708,@afrenchx21,RT,@timelesssports_
709,@Musubundu,RT,@ESPNNBA
710,@collectiveUV,RT,@ABC7NY
711,@sayyniyahh_,Tweet,@sayyniyahh_
712,@shamooo_088,RT,@etnow
713,@MikeyDTheKid,RT,@TheHoopCentral
714,@anish_vasu,Tweet,@anish_vasu
715,@i_Abdhool,RT,@BleacherReport
716,@RENATOORGIANA,RT,@LakeShowFamily
717,@ainsley14_boyd,RT,@Complex
718,@_Chazoooo_,RT,@espn
719,@Jchatham10,RT,@espn
720,@lcreggett,Tweet,@lcreggett
721,@RayneArcher,RT,@LisaBondBrewer
722,@chispas15,RT,@espn
723,@oyerindeee,RT,@Complex
724,@no9icasso,RT,@BleacherReport
725,@tellerdesign,Tweet,@tellerdesign
726,@Panjabi_Singhni,Tweet,@Panjabi_Singhni
727,@lopesmane892,RT,@LakersNation
728,@ninareporter,Tweet,@ninareporter
729,@RaulCastro2001,RT,@espn
730,@JerseyyJay,RT,@espn
731,@lordprettyflako,RT,@espn
732,@BabsN19,RT,@Complex
733,@sirlivewell,RT,@ReggiSaxx
734,@OnlyMr_Linley,RT,@JohnnyNBA
735,@Musubundu,RT,@BleacherReport
736,@valdovic,RT,@ascencio_cass
737,@TheGoldenComet,RT,@TheHoopCentral
738,@JMar_lewis,RT,@SportsCenter
739,@bshj__,RT,@TylerIAm
740,@aIewnes,RT,@TheCrossover
741,@GolfBrian1,RT,@timelesssports_
742,@Frankie_Wang31,RT,@ESPNNBA
743,@wbcdosequisxx,RT,@espn
744,@franhyJ,RT,@ESPNNBA
745,@alwayspimpin68,RT,@Russianvids11
746,@lannidanom,Tweet,@lannidanom
747,@UKMoments,Tweet,@UKMoments
748,@RealRoyallty,RT,@phan1om_
749,@PCaperz,RT,@PaperChaserBlog
750,@TwitterMoments,Tweet,@TwitterMoments
751,@Almighty_Davion,RT,@espn
752,@talkin2texas_,RT,@BleacherReport
753,@latay53,RT,@TiffanyDCross
754,@nrahman0824,RT,@TheCrossover
755,@_LoveeBugg__,RT,@LegionHoops
756,@LADYSLOVEDREW,RT,@SportsCenter
757,@aayremp,RT,@cavs
758,@RestfulMink99,RT,@StephanieHypes
759,@MomentsIndia,Tweet,@MomentsIndia
760,@jalynsanders_,RT,@ESPNNBA
761,@12_Over_9000,RT,@HoopsVids
762,@DanTheMansland,RT,@ChargersLegion
763,@alyyy_rome,RT,@lifeaslizm
764,@TraceyK77738153,RT,@TMZ
765,@MomentsAU,Tweet,@MomentsAU
766,@AshleyM17238303,RT,@IsaacHayes3
767,@yuuji_K1,RT,@themainichi
768,@KOBE_MARINE_AIR,Tweet,@KOBE_MARINE_AIR
769,@mncube,Tweet,@mncube
770,@Luizzz369,RT,@Complex
771,@lemuel_risaac,RT,@enews
772,@CanadaMoments,Tweet,@CanadaMoments
773,@Aly_Retana,RT,@espn
774,@doesmith,RT,@ABC7NY
775,@AliZobeir,Tweet,@AliZobeir
776,@kobe_marsh,Tweet,@kobe_marsh
777,@benstanley23,RT,@timelesssports_
778,@m_ann9,RT,@espn
779,@HOOKHOOKSTA,RT,@theScore
780,@_Optii,RT,@Mamba_Insider
781,@DarrenBatts,RT,@espn
782,@LuvGodnPeeps,RT,@cavs
783,@mellybone,RT,@espn
784,@SInow,RT,@TheCrossover
785,@Rafal_Le,RT,@espn
786,@bradpiff__,RT,@Mamba_Insider
787,@Neloms1050,RT,@BLKLiberation84
788,@rico_franklin2,RT,@espn
789,@niko8_luka,RT,@espn
790,@TheLaniyahPayne,RT,@thereaalkee
791,@_iamkingshawwnn,RT,@espn
792,@VincelTown,RT,@LegionHoops
793,@dalen4mvp,RT,@espn
794,@deebruhbruh,RT,@Complex
795,@TheCrossover,Tweet,@TheCrossover
796,@HC_Suly,RT,@Mamba_Insider
797,@heavensgatevev0,Tweet,@heavensgatevev0
798,@Relent_Les,RT,@JohnnyNBA
799,@RadioKnive,Tweet,@RadioKnive
800,@imadkhan82,RT,@espn
801,@DABIGBOSS_O,RT,@espn
802,@PaperChaserBlog,Tweet,@PaperChaserBlog
803,@kilcoynest,Tweet,@kilcoynest
804,@BigHTexas,Tweet,@BigHTexas
805,@hernameisfarai,RT,@VerySmartBros
806,@ramz_cncrczn,Tweet,@ramz_cncrczn
807,@Rbjmart,RT,@SaycheeseDGTL
808,@HealthnFreedom,Tweet,@HealthnFreedom
809,@Jesus_Rendon,RT,@espn
810,@AntSoGreat,RT,@timelesssports_
811,@not_u_fatjesus,RT,@Complex
812,@LionsLoveDaniel,RT,@Complex
813,@12News,Tweet,@12News
814,@hennything55,RT,@espn
815,@EddieMaggz,RT,@JohnnyNBA
816,@blakenolani,RT,@Complex
817,@DontBeAnUCH,RT,@Will_Rucker3_AD
818,@IndyCashh,RT,@SaycheeseDGTL
819,@jo___mar,RT,@Complex
820,@xsimplytatix,RT,@LegionHoops
821,@TheTakeaway,RT,@SorayaMcDonald
822,@cumbiacalnte76,RT,@espn
823,@King_Kairo_,Tweet,@King_Kairo_
824,@DABIGBOSS_O,RT,@Complex
825,@camerongwhyte,RT,@PhoneHomeConnor
826,@Trappervini,RT,@RapMais
827,@annerali23,RT,@SomosBasketweb
828,@JBH71,RT,@espn
829,@lalsunny69,RT,@espn
830,@23ABCNews,Tweet,@23ABCNews
831,@cardito98,RT,@20m
832,@BigWos,RT,@TheAthleticNBA
833,@magnus1326,Tweet,@magnus1326
834,@adrian_TYBG,RT,@espn
835,@Peteralexxeze,RT,@ESPNNBA
836,@Chrizzyness,RT,@SaycheeseDGTL
837,@_ftbTGOD_,RT,@Complex
838,@uncutsommar,RT,@Complex
839,@leesmileyman,RT,@CristalBarzz
840,@OnlyCelioK,RT,@enews
841,@SquiDaveo,Tweet,@SquiDaveo
842,@__h1ghflyer,RT,@SportsCenter
843,@LfriiMedia,Tweet,@LfriiMedia
844,@Mohamed64167337,RT,@SportsCenter
845,@HipHopRnBPopPr1,RT,@lyonelholmes
846,@IRoc_VintgeShit,RT,@ESPNNBA
847,@KDarkOne99,RT,@espn
848,@johnm3578,RT,@JohnnyNBA
849,@PeriwinkleRip,Tweet,@PeriwinkleRip
850,@ESPNNBA,RT,@espn
851,@linsolente_,RT,@ArisLopez11
852,@Alexpedre17,RT,@Pasion_Basket1
853,@J_Smoove19,RT,@cavs
854,@thtsms21,RT,@Mamba_Insider
855,@janacor,RT,@FranJMerino
856,@gmonneeeyyyyy,RT,@espn
857,@melbbsbk610,RT,@GMA
858,@KLTHEGAT1,RT,@MommaBearGaming
859,@trey_15lindsey,RT,@tysonbeckdesign
860,@MC_Jazz_Hands,RT,@legh6987
861,@AfrikanCaesar,Tweet,@AfrikanCaesar
862,@AkaBoog_,RT,@devin5glasper
863,@luispulido0o,RT,@Complex
864,@JermalAlleyne,Tweet,@JermalAlleyne
865,@Hunccho,RT,@Complex
866,@m3nac324,RT,@SaycheeseDGTL
867,@ignorenesta,Tweet,@ignorenesta
868,@Dg____4,RT,@ChargersLegion
869,@ShermarTaylor2,RT,@SaycheeseDGTL
870,@jpdragonette,Tweet,@jpdragonette
871,@krisLC25,RT,@DeeSportsTalk
872,@babybaldhead,RT,@TylerIAm
873,@SauceGodGunna,RT,@enews
874,@devinbeanbooker,RT,@SportsCenter
875,@fin1fan,RT,@ABC7NY
876,@HollywoodKilo,RT,@ESPNNBA
877,@Rojas__Brandon,RT,@espn
878,@M_Feratovic,RT,@ABC7NY
879,@ckwitt3,RT,@BillSimmons
880,@mfb714,RT,@SXMUrbanView
881,@__h1ghflyer,RT,@ESPNNBA
882,@GolfWorld,Tweet,@GolfWorld
883,@Teodorico1967,Tweet,@Teodorico1967
884,@_Optii,RT,@espn
885,@travelinjeebus,Tweet,@travelinjeebus
886,@Rlucas_7,RT,@AlexFeuz
887,@janicer30dude,RT,@espn
888,@mark_selby723,Tweet,@mark_selby723
889,@walkbylee,Tweet,@walkbylee
890,@alenramic03,RT,@JohnnyNBA
891,@madi_knight,RT,@BleacherReport
892,@southsidestvn,RT,@cavs
893,@Michael_AW77,RT,@amiejennifer
894,@WKing_3,RT,@tysonbeckdesign
895,@hausner_justin,RT,@timelesssports_
896,@JulieBe77816533,RT,@AishiaDeal
897,@DAdegbayi,RT,@ESPNNBA
898,@RedK1013,RT,@espn
899,@frankromero30,RT,@FranJMerino
900,@JohnnyNBA,Tweet,@JohnnyNBA
901,@ShadysBetter,RT,@DeeSportsTalk
902,@2ndgenJai,Tweet,@2ndgenJai
903,@mindless_laker,RT,@TMZ
904,@ElhermosoHenry7,RT,@ESPNLosAngeles
905,@Victory___Lap,RT,@latimes
906,@therealjirs,RT,@tysonbeckdesign
907,@jasen___shep,RT,@espn
908,@Fernandroa2205,RT,@SoyReferee
909,@mindless_laker,RT,@ABC7
910,@SkimbleScamble5,RT,@espn
911,@ados_strong,Tweet,@ados_strong
912,@DavidVidot94,RT,@SportsCenter
913,@cejaialpha,RT,@VerySmartBros
914,@AndresssJose7,RT,@Mamba_Insider
915,@Recruiter_Emily,Tweet,@Recruiter_Emily
916,@BCRadio23,RT,@ESPNNBA
917,@JayReed_1,RT,@espn
918,@ZekeTrezevant,RT,@CristalBarzz
919,@Patrick7532,Tweet,@Patrick7532
920,@King_Kairo_,Tweet,@King_Kairo_
921,@ThankYouKobe824,RT,@Pacers
922,@ripxzayy,RT,@BleacherReport
923,@jessica76590176,RT,@enews
924,@HodaAndJenna,Tweet,@HodaAndJenna
925,@zotico_lambros,Tweet,@zotico_lambros
926,@kimdesa,RT,@Mamba_Insider
927,@improdreviews,Tweet,@improdreviews
928,@lesssliaaa,RT,@enews
929,@_okbiaa_,RT,@enews
930,@zaKooRaa,RT,@timelesssports_
931,@JFortin670,Tweet,@JFortin670
932,@mr_tabootie95,RT,@espn
933,@genieinfinity,Tweet,@genieinfinity
934,@Gerardo_Sports,Tweet,@Gerardo_Sports
935,@J0shuaMeyer,Tweet,@J0shuaMeyer
936,@Lex_Luthor06,RT,@NeezLouize
937,@JV2K96,RT,@SportsCenter
938,@Cjjjx3,RT,@TylerIAm
939,@mizzlita219,RT,@espn
940,@jwiddis33,Tweet,@jwiddis33
941,@_msmeli,RT,@people
942,@mr_burton91,RT,@ESPNNBA
943,@Me75327714,Tweet,@Me75327714
944,@ThankYouKobe824,RT,@Pacers
945,@ESPNLosAngeles,Tweet,@ESPNLosAngeles
946,@SimplyCarla7,RT,@espn
947,@ozzyclaude,RT,@SportsCenter
948,@SomosBasketweb,Tweet,@SomosBasketweb
949,@myfairobserver,Tweet,@myfairobserver
950,@MIAAAAAA23,RT,@jaeminpic
951,@iceman60425,RT,@BleacherReport
952,@TraceyK77738153,RT,@enews
953,@qbookworm,RT,@TiffanyDCross
954,@Kobe_ofori16,RT,@warriors
955,@MylesGarrettSon,RT,@cavs
956,@karenhunter,RT,@SXMUrbanView
957,@Nate_Oz_,RT,@SportsCenter
958,@AiryneeJ_,RT,@TylerIAm
959,@Bra_Kobe,Tweet,@Bra_Kobe
960,@MelForeverSolid,RT,@LegionHoops
961,@mindless_laker,RT,@enews
962,@AriDunnYett,Tweet,@AriDunnYett
963,@hatridmonsita,Tweet,@hatridmonsita
964,@Jdmhau86,RT,@espn
965,@medinamarco1982,RT,@ComplexSports
966,@jessestjulien,RT,@enews
967,@_trashboat,RT,@Complex
968,@Makia_onelove,RT,@timelesssports_
969,@Rachel00334291,RT,@B52Malmet
970,@frankromero30,RT,@vamos
971,@bokets110,Tweet,@bokets110
972,@Bradblunt1,Tweet,@Bradblunt1
973,@DayofMun12,RT,@Mamba_Insider
974,@jakelicciardi,RT,@espn
975,@BiuBay,Tweet,@BiuBay
976,@_taylordevynn,Tweet,@_taylordevynn
977,@_vivalaMONSTER,RT,@tinnkky
978,@Albe23R,RT,@HistoryJumpman
979,@champton331,RT,@MambaSportsHQ
980,@OfCongolese,Tweet,@OfCongolese
981,@MJLopezzzzz,RT,@espn
982,@mindless_laker,RT,@enews
983,@trendiiyola,RT,@TylerIAm
984,@__ellesig,RT,@espn
985,@JusTwoin,RT,@Complex
986,@mindless_laker,RT,@Complex
987,@AnthonyB0922,RT,@espn
988,@bondie077,Tweet,@bondie077
989,@AOtunechi,RT,@espn
990,@SaLute_The_Bars,RT,@CristalBarzz
991,@TrueKingAwesome,RT,@ESPNNBA
992,@darealisaach,RT,@TheMoeSamir
993,@Trueowl1867,RT,@espn
994,@daengsae4,RT,@tysonbeckdesign
995,@mauchiconi,Tweet,@mauchiconi
996,@kloadingg__25,RT,@espn
997,@NiamhGa,RT,@THR
998,@Timothy13619081,Tweet,@Timothy13619081
999,@JulieBe77816533,RT,@IsaacHayes3
1000,@chestersbuckets,RT,@BleacherReport
1001,@vanceybo,RT,@timelesssports_
1002,@MrWestside_,RT,@espn
1003,@BugGotemBussin,RT,@nikka202
1004,@WooPinkNews,Tweet,@WooPinkNews
1005,@bndsnoopy61,RT,@ABCNetwork
1006,@ThankYouKobe824,RT,@Pacers
1007,@andreat7676,RT,@espn
1008,@Computerp2p,RT,@markie10k
1009,@Derrick95568658,Tweet,@Derrick95568658
1010,@nattieeyuh,RT,@welch_jodie
1011,@MCdaRealKang,RT,@AnjinSA
1012,@leal876,RT,@PurpleAndGoldBR
1013,@LarsonKyle,RT,@SportsCenter
1014,@GreggOlan100,Tweet,@GreggOlan100
1015,@ThankYouKobe824,RT,@Pacers
1016,@OrtizAustin,RT,@espn
1017,@IB_FlyGuy,RT,@SouthBayLakers
1018,@LillianaRenee,RT,@Gabe_swagnuts
1019,@Reyconfidant,Tweet,@Reyconfidant
1020,@CameronCrazy25,RT,@espn
1021,@SquiDaveo,Tweet,@SquiDaveo
1022,@creamofwheatz,Tweet,@creamofwheatz
1023,@mika_elaine29,RT,@puemalol
1024,@_Pugh7,RT,@Mamba_Insider
1025,@BigBabyJonathan,RT,@BleacherReport
1026,@oneaaronjames_,Tweet,@oneaaronjames_
1027,@sweetrini4,RT,@enews
1028,@Greek_Fleek,RT,@Mamba_Insider
1029,@IAMTONYPEREZ,RT,@espn
1030,@JackAllcock3,RT,@espn
1031,@ap399,Tweet,@ap399
1032,@maduradascom,Tweet,@maduradascom
1033,@tipton_jared,RT,@espn
1034,@itsbrionnn,Tweet,@itsbrionnn
1035,@JusTwoin,RT,@espn
1036,@Lydia91436965,RT,@TiffanyDCross
1037,@babushkaboi12,RT,@cavs
1038,@Billsmafia178,RT,@Complex
1039,@abc13houston,Tweet,@abc13houston
1040,@vivalareina,RT,@espn
1041,@Patrick7532,Tweet,@Patrick7532
1042,@TheeJoeyy,RT,@joromiahhh
1043,@Og_Peach_,RT,@SportsCenter
1044,@TheKylefr,RT,@SaycheeseDGTL
1045,@alvaro_sanz98,RT,@Pasion_Basket1
1046,@hosharts,RT,@Mamba_Insider
1047,@monocromoec,Tweet,@monocromoec
1048,@kwamiaace,RT,@theScore
1049,@24thCapricorn,RT,@enews
1050,@KiddRichh22,RT,@ESPNNBA
1051,@estevanlucvs,RT,@BleacherReport
1052,@DOHKO84,RT,@people
1053,@wzzm13,Tweet,@wzzm13
1054,@Rich_Homie_Jay1,RT,@espn
1055,@IWearCondoms,RT,@ComplexSports
1056,@hussledee,RT,@TheHoopCentral
1057,@Truthbuster,RT,@ABC7
1058,@whatitdojess,RT,@IseunLuese
1059,@mtvnetworksjobs,Tweet,@mtvnetworksjobs
1060,@IssaKillah,RT,@MambaSportsHQ
1061,@joshhyoooo,RT,@SportsCenter
1062,@_jessielove13,RT,@BleacherReport
1063,@SaylasMoon,RT,@BLKLiberation84
1064,@CakeTheBuilder,RT,@timelesssports_
1065,@Petzzzzzz,RT,@espn
1066,@THAYOJOSHUA,RT,@enews
1067,@avilaomar_50,RT,@espn
1068,@EdgarDzul05,RT,@SergioADippW
1069,@JohnathanFerro,RT,@SportsCenter
1070,@AndresFHernadez,Tweet,@AndresFHernadez
1071,@SuperJDunc,RT,@tysonbeckdesign
1072,@SportRCC,RT,@espn
1073,@King_JTVL,RT,@espn
1074,@Frunchass,RT,@bball_ref
1075,@TheMoeSamir,RT,@TheMoeSamir
1076,@StarkOfWntrfell,RT,@VVFriedman
1077,@deejaay_8,RT,@ESPNNBA
1078,@will_edmunds04,RT,@MambaCenter
1079,@JAYY_WSP,RT,@timelesssports_
1080,@TateSince87,RT,@jcoreyartist
1081,@MarcDuv14,RT,@espn
1082,@mhs_CEI,RT,@cnnbrk
1083,@TateSince87,RT,@HARDWHlTE
1084,@QueenLaker,Tweet,@QueenLaker
1085,@isalysicecream,RT,@espn
1086,@ericsevero13,RT,@KawhiLulista
1087,@LynnSheplerMD,RT,@LynnSheplerMD
1088,@gabcor77,RT,@El_Universal_Mx
1089,@Erich_Schmitt13,RT,@espn
1090,@calidreaminxo,RT,@Complex
1091,@seuntHeOG,Tweet,@seuntHeOG
1092,@kswizzy901,RT,@joromiahhh
1093,@Mr_KFB_MW,RT,@ESPNNBA
1094,@diegor_60,RT,@espn
1095,@trussmibree,RT,@SportsCenter
1096,@vigilantedon,RT,@StLoutopia
1097,@matt_salz,Tweet,@matt_salz
1098,@patrickoyulu,RT,@fobita
1099,@Mr_KFB_MW,RT,@BleacherReport
1100,@KOBE_MARINE_AIR,Tweet,@KOBE_MARINE_AIR
1101,@imuncleluke,RT,@BleacherReport
1102,@XRainbowChaserX,RT,@espn
1103,@GuyPhillipsSTL,Tweet,@GuyPhillipsSTL
1104,@hpawar_,RT,@cavs
1105,@GummiezTMS,RT,@Amanisaboss1
1106,@Nick26293965,RT,@Mamba_Insider
1107,@R_Sianthe3rd,RT,@BenHundreds
1108,@Stigzly,Tweet,@Stigzly
1109,@CloutGodOfcl_YT,RT,@espn
1110,@FooloSophyy,RT,@cavs
1111,@IkeHerndon,RT,@LegionHoops
1112,@DreMajesty_,RT,@pushingbrandon
1113,@YasmineMoh6,RT,@BleacherReport
1114,@Universe_Jim,RT,@timelesssports_
1115,@Fella32,RT,@cavs
1116,@T_G_20,RT,@Complex
1117,@YUNGBABYCASE,Tweet,@YUNGBABYCASE
1118,@BATERIA,Tweet,@BATERIA
1119,@Dareal_RobD,RT,@espn
1120,@Marcos7ATM,Tweet,@Marcos7ATM
1121,@Mattyfresh1004,RT,@espn
1122,@WHURfm,Tweet,@WHURfm
1123,@ToddStelzel,Tweet,@ToddStelzel
1124,@DISmantled626,RT,@SaycheeseDGTL
1125,@fammailuh,RT,@PMSportsNews
1126,@jlough32,RT,@BleacherReport
1127,@SlimGoodies14,Tweet,@SlimGoodies14
1128,@ShermarTaylor2,RT,@espn
1129,@naomisterr,RT,@enews
1130,@StussyMOE,RT,@espn
1131,@ScrippsNational,Tweet,@ScrippsNational
1132,@DJGoku76,RT,@espn
1133,@jess_dabest,Tweet,@jess_dabest
1134,@Humblegenius_,RT,@espn
1135,@Kobe_Prono,Tweet,@Kobe_Prono
1136,@THAT1Hollywood,RT,@Complex
1137,@YungUrameshi23,RT,@Mamba_Insider
1138,@a2burns,Tweet,@a2burns
1139,@twice_sifted,RT,@DKuzNY
1140,@bankrolldede,Tweet,@bankrolldede
1141,@DOPEITSJAYEE,RT,@BOBSLIQUORSTORE
1142,@JetsBaby3k,Tweet,@JetsBaby3k
1143,@2015Intergrity,RT,@TorraineWalker
1144,@theJ_Jon3s,RT,@timelesssports_
1145,@KJ12Toph,RT,@SportsCenter
1146,@bensteve1515,RT,@espn
1147,@GaspardElBatard,Tweet,@GaspardElBatard
1148,@Aye_Lonte24,RT,@Mamba_Insider
1149,@imuncleluke,RT,@TheHoopCentral
1150,@Romullama,RT,@Complex
1151,@JairusEkko,RT,@tysonbeckdesign
1152,@Kobe_bryanttttt,Tweet,@Kobe_bryanttttt
1153,@_Ramario_,RT,@El_Universal_Mx
1154,@MonstaElit3,RT,@espn
1155,@OforiGee,Tweet,@OforiGee
1156,@AalyiahSo,Tweet,@AalyiahSo
1157,@JAYY_WSP,RT,@ESPNNBA
1158,@JamieWa74118558,Tweet,@JamieWa74118558
1159,@TheyCallMe_DLo,RT,@timelesssports_
1160,@TheShamLord,RT,@timelesssports_
1161,@Anthony89576122,RT,@ESPNNBA
1162,@SouthernJessWWE,RT,@Complex
1163,@fullcourtPEREZ,RT,@ESPNNBA
1164,@MatiasArrSt99,RT,@BleacherReport
1165,@Dee_msah,RT,@CristalBarzz
1166,@_MohamedAhmed11,RT,@averygunn
1167,@BeezyThaGxwd,RT,@DeeSportsTalk
1168,@yangjohn_,RT,@SportsCenter
1169,@natecordray,RT,@espn
1170,@moochiebadazz,RT,@espn
1171,@thankgod4dee,RT,@TylerIAm
1172,@thestevevaughan,Tweet,@thestevevaughan
1173,@SheLoveDaniel,Tweet,@SheLoveDaniel
1174,@_lisalee14,RT,@enews
1175,@kingperfs,RT,@ESPNNBA
1176,@TarahGotlieb,RT,@beth__liz
1177,@ArcanaUlt,Tweet,@ArcanaUlt
1178,@nathanielazuree,RT,@BleacherReport
1179,@Rowniboi,Tweet,@Rowniboi
1180,@BlazerBoy88,Tweet,@BlazerBoy88
1181,@Migueljl23,RT,@BleacherReport
1182,@Gott3_,Tweet,@Gott3_
1183,@XnaWarriorQueen,RT,@MambaSportsHQ
1184,@elizabethudsoon,RT,@juan____garcia
1185,@himimartin,RT,@BleacherReport
1186,@kobe_ashley,RT,@nostalgicuItra
1187,@kobe_malco,Tweet,@kobe_malco
1188,@RealBeauDacious,RT,@FOX5Vegas
1189,@IamJonezz,RT,@LakersNation
1190,@abcfcz,RT,@CeltaoBrasil
1191,@DonnyyRobinson,RT,@SportsCenter
1192,@AdoreYve,RT,@LegionHoops
1193,@Aleeniee,RT,@timelesssports_
1194,@Thehomiejose123,RT,@AudelDelToro
1195,@Schrumford,RT,@espn
1196,@danpepperspray,RT,@Complex
1197,@L_A_Phil,Tweet,@L_A_Phil
1198,@PriiNce_Akeem,RT,@espn
1199,@00000000martin,RT,@cavs
1200,@DavinchNation,Tweet,@DavinchNation
1201,@jaysheen_,Tweet,@jaysheen_
1202,@tragthagod,Tweet,@tragthagod
1203,@tsully76,RT,@MambaSportsHQ
1204,@brrandonlamont,RT,@MattNorlander
1205,@1039hiphop,Tweet,@1039hiphop
1206,@4Larry_Peterson,RT,@B52Malmet
1207,@JesseHodgTC,RT,@SportsCenter
1208,@brrandonlamont,RT,@MattNorlander
1209,@hobie859,RT,@Mamba_Insider
1210,@iLLMindOfNickB,RT,@espn
1211,@_pahree,RT,@espn
1212,@leo891951,Tweet,@leo891951
1213,@YungJefee_,RT,@Mamba_Insider
1214,@JayBarssx4,RT,@timelesssports_
1215,@Lil_Nicki_Gh,RT,@Complex
1216,@lucapalladino93,RT,@BleacherReport
1217,@splashdash20,RT,@Mamba_Insider
1218,@90shadesoflexx,RT,@ABCNetwork
1219,@AnnieYuTV,Tweet,@AnnieYuTV
1220,@AymanBhuiyan,RT,@cavs
1221,@Milkman__Dead,RT,@bball_ref
1222,@badtroysarg,RT,@SouthBayLakers
1223,@elyshalalau,RT,@Complex
1224,@Yakubscientist,Tweet,@Yakubscientist
1225,@netflixndsleep_,RT,@Mamba_Insider
1226,@Mariamelsin,RT,@enews
1227,@carlo_leon18,RT,@espn
1228,@__jhayes,RT,@SportsCenter
1229,@kingperfs,RT,@BleacherReport
1230,@zoeyzuko,Tweet,@zoeyzuko
1231,@ringer,RT,@BillSimmons
1232,@electrichope_,Tweet,@electrichope_
1233,@Dipped_Gaming,Tweet,@Dipped_Gaming
1234,@AverellMabrie,RT,@Ballislife
1235,@hgomez215,RT,@timelesssports_
1236,@aubdon_orlando,Tweet,@aubdon_orlando
1237,@JAYY_WSP,RT,@BleacherReport
1238,@JSmithWAER,RT,@MatthewGut21
1239,@FugitiveClub,RT,@Complex
1240,@art_fanaj,RT,@LakersNation
1241,@babelilG_,RT,@papiilong
1242,@1DanTran,RT,@tyltsports
1243,@umi_listens,RT,@cavs
1244,@Reyconfidant,RT,@_bbytumz
1245,@BrianCMulloy76,RT,@chiefpolice2
1246,@old5two,Tweet,@old5two
1247,@salinasR98,RT,@espn
1248,@joe_dabs420,Tweet,@joe_dabs420
1249,@Edgar_H_1023,RT,@espn
1250,@redzxdread,Tweet,@redzxdread
1251,@whistlergym,Tweet,@whistlergym
1252,@lakeshow916,RT,@ESPNNBA
1253,@PHARAOH_LENGOAS,RT,@allhiphopcom
1254,@perrryyyyy25,RT,@bwags
1255,@mjdix8,Tweet,@mjdix8
1256,@iloveblendi,RT,@ESPNNBA
1257,@ErnestNuwagaba,RT,@enews
1258,@KMax_AyeeUno,RT,@timelesssports_
1259,@Ladd_SA,RT,@Complex
1260,@Beasy0920,RT,@TorraineWalker
1261,@D_Burd,RT,@HipHopTies
1262,@charlie21963535,RT,@B52Malmet
1263,@MarkRpuente,RT,@MambaSportsHQ
1264,@TeeThaGoddess,RT,@tinnkky
